2010-10-02 08:38:31,2010-10-02 08:48:22,2.50
2010-10-02 08:50:21,2010-10-02 08:52:12,.60
2010-10-02 09:01:54,2010-10-02 09:04:21,.40
2010-10-02 09:09:38,2010-10-02 09:22:43,2.80
2010-10-02 09:34:08,2010-10-02 09:46:17,2.40
2010-10-02 09:49:18,2010-10-02 09:56:48,1.60
2010-10-02 10:00:40,2010-10-02 10:06:47,.90
2010-10-02 10:15:59,2010-10-02 10:34:41,4.30
2010-10-02 10:39:44,2010-10-02 11:00:08,2.90
2010-10-02 11:19:43,2010-10-02 11:29:42,2.10
2010-10-02 11:31:04,2010-10-02 11:44:45,2.60
2010-10-02 11:49:39,2010-10-02 11:58:33,1.60
2010-10-02 12:01:57,2010-10-02 12:14:59,2.00
2010-10-02 12:16:39,2010-10-02 12:28:58,1.80
2010-10-02 12:33:32,2010-10-02 12:55:06,3.90
2010-10-02 12:56:27,2010-10-02 13:17:14,1.50
2010-10-02 13:18:15,2010-10-02 13:21:01,.40
2010-10-02 13:21:29,2010-10-02 13:23:53,.40
2010-10-02 13:24:28,2010-10-02 13:59:23,3.90
2010-10-02 14:03:18,2010-10-02 14:11:31,1.00
2010-10-02 14:12:42,2010-10-02 14:20:11,1.50
2010-10-02 14:33:53,2010-10-02 14:40:58,.90
2010-10-02 14:44:47,2010-10-02 15:04:33,5.60
2010-10-02 15:06:44,2010-10-02 15:25:32,3.70
2010-10-02 15:48:39,2010-10-02 16:06:37,3.30
2010-10-02 16:09:50,2010-10-02 16:20:59,3.80
2010-10-02 16:22:28,2010-10-02 16:36:57,2.70
2010-10-02 16:42:14,2010-10-02 16:44:12,.40
2010-10-02 16:49:37,2010-10-02 16:52:35,1.00
2010-10-02 17:00:16,2010-10-02 17:14:34,3.00
2010-10-02 17:14:55,2010-10-02 17:28:58,2.00
2010-10-02 17:29:37,2010-10-02 17:34:32,1.00
2010-10-02 17:37:03,2010-10-02 17:46:37,2.90
2010-10-02 17:47:30,2010-10-02 18:11:21,4.60
2010-10-02 18:14:17,2010-10-02 18:21:21,1.40
2010-10-02 18:22:36,2010-10-02 18:33:25,3.00
2010-10-02 18:34:59,2010-10-02 18:49:04,3.50
2010-10-02 19:16:27,2010-10-02 19:24:17,1.40
2010-10-02 19:33:44,2010-10-02 19:48:41,2.40
2010-10-02 19:49:41,2010-10-02 20:01:14,2.00
2010-10-02 20:05:35,2010-10-02 20:20:03,2.20
2010-10-02 20:20:51,2010-10-02 20:28:50,1.80
2010-10-02 20:32:05,2010-10-02 20:56:44,3.80
2010-10-02 20:59:05,2010-10-02 21:07:26,3.10
2010-10-02 21:33:13,2010-10-02 21:39:42,1.10
2010-10-02 21:41:09,2010-10-02 21:50:06,2.10
2010-10-02 21:50:39,2010-10-02 21:58:26,1.80
2010-10-02 21:59:36,2010-10-02 22:21:11,4.10
2010-10-02 22:55:40,2010-10-02 23:02:21,1.00
2010-10-02 23:15:59,2010-10-02 23:19:25,.40
2010-10-02 23:20:07,2010-10-02 23:31:07,1.60
2010-10-02 23:33:06,2010-10-02 23:45:23,3.10
2010-10-02 23:47:30,2010-10-03 00:08:33,4.90
2010-10-03 00:12:00,2010-10-03 00:16:06,.40
2010-10-03 00:16:46,2010-10-03 00:21:07,.90
2010-10-03 00:22:49,2010-10-03 00:41:39,4.30
2010-10-03 00:54:10,2010-10-03 01:09:13,2.20
2010-10-03 01:11:45,2010-10-03 01:25:15,5.40
2010-10-03 01:37:12,2010-10-03 01:44:22,2.30
2010-10-03 02:20:33,2010-10-03 02:35:45,6.10
2010-10-03 02:54:06,2010-10-03 03:08:39,5.20
2010-10-03 03:30:21,2010-10-03 03:33:13,1.10
2010-10-03 03:52:57,2010-10-03 03:57:22,1.30
2010-10-03 04:01:09,2010-10-03 04:05:54,1.20
2010-10-03 04:08:21,2010-10-03 04:14:01,1.90
2010-10-03 05:22:17,2010-10-03 05:29:54,2.60
2010-10-03 05:36:26,2010-10-03 05:44:49,2.20
2010-10-03 06:30:37,2010-10-03 06:34:07,.70
2010-10-03 06:36:07,2010-10-03 06:38:01,.30
2010-10-03 06:47:22,2010-10-03 06:49:47,.40
2010-10-03 06:59:24,2010-10-03 07:05:17,1.60
2010-10-03 07:30:47,2010-10-03 07:42:04,3.30
2010-10-03 07:44:15,2010-10-03 07:48:03,1.40
2010-10-03 08:08:05,2010-10-03 08:13:28,.80
2010-10-03 08:43:35,2010-10-03 09:11:03,19.10
2010-10-03 09:37:46,2010-10-03 09:47:06,1.50
2010-10-03 09:49:22,2010-10-03 10:06:07,3.10
2010-10-03 10:14:14,2010-10-03 10:26:22,1.80
2010-10-03 10:29:46,2010-10-03 10:33:54,.80
2010-10-03 10:39:16,2010-10-03 10:44:06,1.40
2010-10-03 10:46:14,2010-10-03 10:54:21,1.80
2010-10-03 11:02:09,2010-10-03 11:13:45,1.80
2010-10-03 11:14:49,2010-10-03 11:19:57,.80
2010-10-03 11:31:24,2010-10-03 11:46:36,2.70
2010-10-03 11:48:58,2010-10-03 11:54:43,.80
2010-10-03 12:04:05,2010-10-03 12:10:46,1.30
2010-10-03 12:17:34,2010-10-03 12:36:36,2.70
2010-10-03 12:41:54,2010-10-03 12:54:22,3.60
2010-10-03 12:56:09,2010-10-03 13:11:14,2.20
2010-10-03 13:11:58,2010-10-03 13:15:40,.80
2010-10-03 13:28:09,2010-10-03 13:35:24,.90
2010-10-03 13:36:24,2010-10-03 14:01:49,.70
2010-10-03 14:03:59,2010-10-03 14:08:49,.90
2010-10-03 14:12:46,2010-10-03 14:16:54,.60
2010-10-03 14:20:28,2010-10-03 14:23:14,.40
2010-10-03 14:24:32,2010-10-03 14:31:54,1.30
2010-10-03 14:35:50,2010-10-03 14:42:38,1.40
2010-10-03 14:44:35,2010-10-03 15:02:59,1.50
2010-10-03 15:03:33,2010-10-03 15:15:53,1.50
2010-10-03 16:36:22,2010-10-03 16:55:04,3.60
2010-10-03 17:10:05,2010-10-03 17:22:18,3.20
2010-10-03 17:28:42,2010-10-03 17:46:12,1.80
2010-10-03 17:47:51,2010-10-03 18:10:39,2.20
2010-10-03 18:21:13,2010-10-03 18:27:25,1.70
2010-10-03 18:30:14,2010-10-03 19:06:02,6.00
2010-10-03 19:07:47,2010-10-03 19:16:35,1.50
2010-10-03 19:46:12,2010-10-03 19:48:25,.30
2010-10-03 19:49:15,2010-10-03 19:58:32,2.40
2010-10-03 20:03:07,2010-10-03 20:16:32,3.10
2010-10-03 20:16:49,2010-10-03 20:25:56,1.50
2010-10-03 21:27:07,2010-10-03 21:32:48,1.60
2010-10-03 21:36:01,2010-10-03 21:38:41,.30
2010-10-03 21:41:51,2010-10-03 21:54:38,3.30
2010-10-03 21:57:02,2010-10-03 22:05:29,2.70
2010-10-03 22:06:13,2010-10-03 22:13:52,2.60
2010-10-03 23:28:58,2010-10-03 23:32:03,.40
2010-10-03 23:46:33,2010-10-03 23:54:37,1.80
2010-10-03 23:59:42,2010-10-04 00:04:57,1.30
2010-10-04 00:08:41,2010-10-04 00:25:39,8.40
2010-10-04 00:53:12,2010-10-04 01:07:13,5.30
2010-10-04 03:02:37,2010-10-04 03:04:29,.30
2010-10-04 03:11:37,2010-10-04 03:28:43,9.20
2010-10-04 03:44:40,2010-10-04 03:52:57,3.20
2010-10-04 04:53:25,2010-10-04 04:55:58,.50
2010-10-04 05:00:14,2010-10-04 05:06:11,1.10
2010-10-04 05:45:12,2010-10-04 06:12:33,12.20
2010-10-04 06:38:23,2010-10-04 06:52:08,3.70
2010-10-04 07:10:13,2010-10-04 07:12:53,.50
2010-10-04 07:19:19,2010-10-04 07:45:52,5.30
2010-10-04 07:48:57,2010-10-04 07:57:29,4.30
2010-10-04 08:02:36,2010-10-04 08:27:24,8.50
2010-10-04 08:58:44,2010-10-04 09:33:04,11.40
2010-10-04 09:35:14,2010-10-04 09:49:50,1.70
2010-10-04 09:57:22,2010-10-04 10:02:45,.50
2010-10-04 10:06:34,2010-10-04 10:16:25,1.60
2010-10-04 10:21:43,2010-10-04 10:26:37,.90
2010-10-04 10:30:01,2010-10-04 10:31:15,.30
2010-10-04 10:37:37,2010-10-04 10:50:45,1.70
2010-10-04 10:54:49,2010-10-04 11:00:00,1.00
2010-10-04 11:07:40,2010-10-04 11:13:40,.60
2010-10-04 11:38:00,2010-10-04 11:51:00,3.40
2010-10-04 11:52:25,2010-10-04 12:07:48,1.70
2010-10-04 12:15:01,2010-10-04 12:36:07,3.50
2010-10-04 12:57:10,2010-10-04 13:08:41,1.40
2010-10-04 13:11:50,2010-10-04 13:25:02,1.70
2010-10-04 13:25:31,2010-10-04 13:35:51,1.40
2010-10-04 13:37:09,2010-10-04 13:49:09,2.40
2010-10-04 13:55:29,2010-10-04 14:07:02,1.10
2010-10-04 14:08:11,2010-10-04 14:16:30,1.00
2010-10-04 14:19:47,2010-10-04 14:26:11,.60
2010-10-04 14:29:10,2010-10-04 14:33:29,.70
2010-10-04 14:43:49,2010-10-04 15:15:45,10.10
2010-10-04 15:54:58,2010-10-04 16:27:10,9.00
2010-10-04 16:36:54,2010-10-04 16:39:58,.80
2010-10-04 16:41:53,2010-10-04 16:47:35,1.20
2010-10-04 17:05:44,2010-10-04 17:14:24,1.00
2010-10-04 17:16:40,2010-10-04 17:26:14,1.50
2010-10-04 17:29:38,2010-10-04 17:35:36,1.10
2010-10-04 17:36:09,2010-10-04 17:43:33,1.00
2010-10-04 18:07:51,2010-10-04 18:16:06,1.60
2010-10-04 18:18:48,2010-10-04 18:24:32,1.60
2010-10-04 18:25:37,2010-10-04 18:43:26,4.00
2010-10-04 18:45:51,2010-10-04 18:57:03,1.60
2010-10-04 18:58:46,2010-10-04 19:04:27,1.00
2010-10-04 19:08:15,2010-10-04 19:11:26,.60
2010-10-04 19:45:49,2010-10-04 19:52:48,.60
2010-10-04 19:58:27,2010-10-04 20:11:19,2.00
2010-10-04 20:14:26,2010-10-04 20:36:16,4.70
2010-10-04 20:43:54,2010-10-04 20:49:38,1.30
2010-10-04 21:17:34,2010-10-04 21:24:13,1.10
2010-10-04 21:32:17,2010-10-04 21:35:46,1.10
2010-10-04 21:45:56,2010-10-04 21:52:21,1.80
2010-10-04 21:57:05,2010-10-04 22:25:47,7.20
2010-10-04 23:24:24,2010-10-04 23:26:27,.50
2010-10-04 23:30:32,2010-10-04 23:33:47,1.50
2010-10-04 23:39:18,2010-10-04 23:42:41,1.00
2010-10-04 23:44:34,2010-10-04 23:51:29,1.10
2010-10-04 23:54:16,2010-10-05 00:01:02,1.50
2010-10-05 00:07:12,2010-10-05 00:13:39,1.30
2010-10-05 00:21:45,2010-10-05 00:28:54,1.70
2010-10-05 00:45:46,2010-10-05 00:57:13,3.20
2010-10-05 00:58:42,2010-10-05 01:06:58,2.70
2010-10-05 01:33:59,2010-10-05 01:44:03,2.60
2010-10-05 03:37:01,2010-10-05 03:41:11,1.10
2010-10-05 03:47:49,2010-10-05 04:03:41,4.90
2010-10-05 05:01:51,2010-10-05 05:17:53,4.70
2010-10-05 05:29:13,2010-10-05 05:34:09,1.00
2010-10-05 05:36:55,2010-10-05 05:52:44,9.50
2010-10-05 07:01:32,2010-10-05 07:07:02,.90
2010-10-05 07:09:11,2010-10-05 07:13:01,1.10
2010-10-05 07:14:47,2010-10-05 07:16:54,.70
2010-10-05 07:22:36,2010-10-05 07:37:20,2.80
2010-10-05 07:40:59,2010-10-05 07:58:20,3.60
2010-10-05 08:01:17,2010-10-05 08:21:23,4.20
2010-10-05 08:29:44,2010-10-05 08:40:50,1.20
2010-10-05 08:44:53,2010-10-05 08:52:07,.50
2010-10-05 08:52:54,2010-10-05 08:56:02,.30
2010-10-05 08:57:02,2010-10-05 09:14:39,2.40
2010-10-05 09:16:44,2010-10-05 09:23:07,.70
2010-10-05 09:29:42,2010-10-05 09:54:40,9.30
2010-10-05 10:01:19,2010-10-05 10:20:36,2.90
2010-10-05 10:33:47,2010-10-05 10:51:13,8.20
2010-10-05 11:01:09,2010-10-05 11:10:08,.80
2010-10-05 11:19:17,2010-10-05 11:49:39,4.90
2010-10-05 12:15:06,2010-10-05 12:18:52,.60
2010-10-05 12:37:14,2010-10-05 12:41:13,.50
2010-10-05 12:44:10,2010-10-05 12:57:42,3.10
2010-10-05 13:26:50,2010-10-05 13:36:44,.90
2010-10-05 13:37:41,2010-10-05 13:41:54,.10
2010-10-05 13:44:17,2010-10-05 13:54:55,1.60
2010-10-05 14:02:43,2010-10-05 14:23:55,3.80
2010-10-05 14:31:01,2010-10-05 14:47:00,2.50
2010-10-05 14:52:55,2010-10-05 14:55:26,.50
2010-10-05 15:13:24,2010-10-05 15:30:28,2.20
2010-10-05 15:31:58,2010-10-05 15:52:34,1.80
2010-10-05 16:05:12,2010-10-05 16:09:11,.80
2010-10-05 16:11:42,2010-10-05 16:22:00,1.00
2010-10-05 16:28:56,2010-10-05 16:32:14,.40
2010-10-05 16:33:26,2010-10-05 16:35:03,.10
2010-10-05 16:38:10,2010-10-05 16:43:54,1.00
2010-10-05 16:52:01,2010-10-05 16:56:35,1.10
2010-10-05 17:05:03,2010-10-05 17:10:10,.60
2010-10-05 17:10:38,2010-10-05 17:20:24,1.50
2010-10-05 17:21:54,2010-10-05 17:28:43,1.40
2010-10-05 17:30:17,2010-10-05 17:34:57,.50
2010-10-05 17:35:56,2010-10-05 18:06:21,5.20
2010-10-05 18:09:48,2010-10-05 18:20:18,1.50
2010-10-05 18:24:38,2010-10-05 18:32:03,1.10
2010-10-05 18:38:04,2010-10-05 18:47:55,1.10
2010-10-05 18:48:36,2010-10-05 18:57:43,1.90
2010-10-05 19:26:28,2010-10-05 19:38:55,1.30
2010-10-05 19:43:13,2010-10-05 19:44:41,.40
2010-10-05 19:54:38,2010-10-05 19:59:40,.90
2010-10-05 20:12:05,2010-10-05 20:16:18,.70
2010-10-05 20:20:23,2010-10-05 20:31:42,1.50
2010-10-05 20:47:11,2010-10-05 20:55:36,3.20
2010-10-05 21:15:03,2010-10-05 21:18:43,.60
2010-10-05 21:19:36,2010-10-05 21:29:22,2.60
2010-10-05 22:04:03,2010-10-05 22:09:18,1.50
2010-10-05 22:13:56,2010-10-05 22:26:13,2.60
2010-10-05 22:31:15,2010-10-05 22:53:37,6.00
2010-10-05 22:54:36,2010-10-05 23:02:47,1.40
2010-10-05 23:37:52,2010-10-05 23:43:16,1.90
2010-10-06 00:08:10,2010-10-06 00:28:19,10.70
2010-10-06 01:32:28,2010-10-06 01:40:22,2.30
2010-10-06 01:46:07,2010-10-06 01:52:23,3.20
2010-10-06 01:59:50,2010-10-06 02:05:13,1.50
2010-10-06 02:07:28,2010-10-06 02:12:59,.90
2010-10-06 02:22:40,2010-10-06 02:29:07,1.70
2010-10-06 02:56:16,2010-10-06 03:04:03,3.00
2010-10-06 03:12:03,2010-10-06 03:18:03,1.60
2010-10-06 03:35:23,2010-10-06 03:43:22,1.20
2010-10-06 05:00:52,2010-10-06 05:13:23,3.70
2010-10-06 05:34:56,2010-10-06 05:45:33,1.30
2010-10-06 06:21:24,2010-10-06 06:30:37,1.60
2010-10-06 06:33:41,2010-10-06 06:37:31,.90
2010-10-06 06:49:57,2010-10-06 06:55:32,.80
2010-10-06 06:56:50,2010-10-06 07:02:57,.90
2010-10-06 07:08:08,2010-10-06 07:14:17,1.50
2010-10-06 07:23:09,2010-10-06 07:27:08,.60
2010-10-06 07:38:58,2010-10-06 07:56:23,2.50
2010-10-06 08:06:16,2010-10-06 08:27:04,2.00
2010-10-06 08:29:56,2010-10-06 08:51:13,3.40
2010-10-06 08:59:48,2010-10-06 09:09:37,1.70
2010-10-06 09:14:01,2010-10-06 09:22:34,1.20
2010-10-06 09:23:27,2010-10-06 09:28:44,1.30
2010-10-06 09:31:37,2010-10-06 09:47:00,2.10
2010-10-06 10:03:19,2010-10-06 10:14:02,1.50
2010-10-06 10:15:03,2010-10-06 10:19:18,.60
2010-10-06 10:26:25,2010-10-06 10:30:48,.60
2010-10-06 10:45:07,2010-10-06 10:52:54,1.20
2010-10-06 10:54:33,2010-10-06 11:06:38,1.20
2010-10-06 11:07:24,2010-10-06 11:20:16,1.10
2010-10-06 11:22:29,2010-10-06 11:42:29,7.60
2010-10-06 12:11:29,2010-10-06 12:32:31,1.30
2010-10-06 12:33:44,2010-10-06 12:42:01,.90
2010-10-06 12:46:07,2010-10-06 12:55:52,2.00
2010-10-06 13:06:16,2010-10-06 13:13:49,2.00
2010-10-06 13:14:59,2010-10-06 13:28:28,6.00
2010-10-06 13:36:22,2010-10-06 13:38:18,.50
2010-10-06 13:40:33,2010-10-06 14:04:04,3.30
2010-10-06 14:09:36,2010-10-06 14:24:50,1.30
2010-10-06 14:26:58,2010-10-06 14:36:04,1.70
2010-10-06 14:46:21,2010-10-06 14:47:59,.30
2010-10-06 14:49:30,2010-10-06 15:06:34,2.00
2010-10-06 15:14:41,2010-10-06 15:24:55,1.90
2010-10-06 15:30:05,2010-10-06 15:33:33,.80
2010-10-06 15:51:30,2010-10-06 15:58:18,1.40
2010-10-06 16:03:54,2010-10-06 16:13:11,1.60
2010-10-06 16:20:09,2010-10-06 16:32:26,3.00
2010-10-06 16:35:26,2010-10-06 16:43:03,1.50
2010-10-06 16:55:55,2010-10-06 17:00:40,.40
2010-10-06 17:02:25,2010-10-06 17:08:24,.50
2010-10-06 17:11:36,2010-10-06 17:28:09,4.80
2010-10-06 17:32:05,2010-10-06 17:36:10,.60
2010-10-06 17:47:49,2010-10-06 18:07:52,4.00
2010-10-06 18:09:38,2010-10-06 18:19:53,2.20
2010-10-06 18:20:27,2010-10-06 18:27:34,1.90
2010-10-06 18:28:57,2010-10-06 18:32:08,1.20
2010-10-06 18:54:43,2010-10-06 18:58:54,1.70
2010-10-06 18:59:39,2010-10-06 19:08:06,2.00
2010-10-06 19:14:27,2010-10-06 19:22:17,1.90
2010-10-06 19:36:23,2010-10-06 20:02:49,4.00
2010-10-06 20:06:18,2010-10-06 20:15:37,1.80
2010-10-06 20:15:53,2010-10-06 20:29:51,2.60
2010-10-06 20:37:51,2010-10-06 20:50:25,3.40
2010-10-06 20:59:39,2010-10-06 21:15:55,10.40
2010-10-06 21:25:57,2010-10-06 21:49:24,6.10
2010-10-06 22:04:41,2010-10-06 22:20:29,9.60
2010-10-06 22:25:46,2010-10-06 22:35:36,2.60
2010-10-06 22:37:27,2010-10-06 22:51:04,4.10
2010-10-06 22:54:09,2010-10-06 23:04:23,2.50
2010-10-06 23:26:21,2010-10-06 23:38:57,2.60
2010-10-06 23:42:31,2010-10-06 23:45:19,.70
2010-10-06 23:47:56,2010-10-06 23:59:56,3.90
2010-10-07 00:03:36,2010-10-07 00:14:03,2.60
2010-10-07 00:26:02,2010-10-07 00:34:00,2.90
2010-10-07 02:44:53,2010-10-07 02:56:00,3.40
2010-10-07 03:17:23,2010-10-07 03:34:56,6.70
2010-10-07 04:41:49,2010-10-07 04:47:15,2.50
2010-10-07 05:31:44,2010-10-07 05:35:50,.60
2010-10-07 06:24:45,2010-10-07 06:40:56,8.40
2010-10-07 07:21:26,2010-10-07 07:24:35,1.00
2010-10-07 07:47:41,2010-10-07 08:01:15,2.10
2010-10-07 08:05:27,2010-10-07 08:10:40,1.40
2010-10-07 08:11:28,2010-10-07 08:23:08,1.80
2010-10-07 08:24:14,2010-10-07 08:39:02,2.40
2010-10-07 08:40:33,2010-10-07 08:54:33,1.40
2010-10-07 08:57:09,2010-10-07 09:06:03,1.20
2010-10-07 09:07:16,2010-10-07 09:09:40,.30
2010-10-07 09:17:06,2010-10-07 09:29:19,1.40
2010-10-07 09:33:09,2010-10-07 09:36:19,.60
2010-10-07 09:41:23,2010-10-07 09:52:23,1.00
2010-10-07 10:02:03,2010-10-07 10:07:04,.80
2010-10-07 10:15:39,2010-10-07 10:33:58,5.00
2010-10-07 10:42:34,2010-10-07 10:47:41,.50
2010-10-07 10:49:18,2010-10-07 10:55:38,.70
2010-10-07 11:17:04,2010-10-07 11:26:45,1.30
2010-10-07 11:34:57,2010-10-07 11:45:33,.90
2010-10-07 11:49:22,2010-10-07 11:58:47,1.00
2010-10-07 12:02:01,2010-10-07 12:13:47,1.20
2010-10-07 12:15:24,2010-10-07 12:23:10,.60
2010-10-07 12:25:27,2010-10-07 12:39:47,2.00
2010-10-07 12:43:19,2010-10-07 12:46:08,.20
2010-10-07 12:48:35,2010-10-07 13:07:55,2.30
2010-10-07 13:19:39,2010-10-07 13:44:23,1.90
2010-10-07 13:50:46,2010-10-07 13:57:43,.70
2010-10-07 14:09:56,2010-10-07 14:17:59,1.00
2010-10-07 14:21:25,2010-10-07 14:38:51,2.80
2010-10-07 14:48:31,2010-10-07 15:14:30,3.10
2010-10-07 15:36:38,2010-10-07 15:48:20,1.60
2010-10-07 15:49:05,2010-10-07 16:03:03,2.80
2010-10-07 16:22:26,2010-10-07 16:32:15,2.30
2010-10-07 16:34:43,2010-10-07 16:37:15,.60
2010-10-07 16:56:54,2010-10-07 17:06:20,2.30
2010-10-07 17:08:21,2010-10-07 17:22:17,2.30
2010-10-07 17:25:07,2010-10-07 17:30:22,.90
2010-10-07 17:25:07,2010-10-07 17:30:22,.90
2010-10-07 17:31:31,2010-10-07 17:38:54,.70
2010-10-07 17:40:01,2010-10-07 17:45:02,1.30
2010-10-07 17:45:46,2010-10-07 18:12:03,6.20
2010-10-07 18:14:13,2010-10-07 18:18:49,1.10
2010-10-07 18:23:01,2010-10-07 18:28:43,.90
2010-10-07 18:31:49,2010-10-07 18:50:47,2.70
2010-10-07 19:16:52,2010-10-07 19:30:24,2.00
2010-10-07 19:34:04,2010-10-07 19:36:08,.40
2010-10-07 19:43:47,2010-10-07 19:48:40,1.70
2010-10-07 19:49:43,2010-10-07 20:04:06,3.40
2010-10-07 20:11:16,2010-10-07 20:15:12,1.00
2010-10-07 20:17:26,2010-10-07 20:26:15,2.50
2010-10-07 20:28:23,2010-10-07 20:35:13,1.40
2010-10-07 20:37:22,2010-10-07 20:41:48,1.70
2010-10-07 20:43:19,2010-10-07 20:53:41,1.50
2010-10-07 20:54:16,2010-10-07 21:19:01,4.50
2010-10-07 21:34:44,2010-10-07 21:54:20,3.90
2010-10-07 21:57:56,2010-10-07 22:02:29,2.10
2010-10-07 22:04:33,2010-10-07 22:10:51,1.40
2010-10-07 22:12:11,2010-10-07 22:26:13,3.90
2010-10-07 22:29:31,2010-10-07 22:32:28,.70
2010-10-07 22:40:10,2010-10-07 22:41:06,.30
2010-10-07 22:54:26,2010-10-07 23:01:04,1.80
2010-10-07 23:04:15,2010-10-07 23:33:00,4.90
2010-10-07 23:43:52,2010-10-07 23:51:44,2.40
2010-10-07 23:53:35,2010-10-08 00:00:23,2.50
2010-10-08 00:43:16,2010-10-08 00:49:59,.90
2010-10-08 00:50:30,2010-10-08 01:02:21,3.70
2010-10-08 01:08:40,2010-10-08 01:13:27,1.90
2010-10-08 01:22:48,2010-10-08 01:26:05,.60
2010-10-08 01:28:13,2010-10-08 01:51:53,7.20
2010-10-08 01:53:59,2010-10-08 01:57:55,.60
2010-10-08 02:59:00,2010-10-08 03:08:52,3.30
2010-10-08 03:32:16,2010-10-08 03:36:17,1.40
2010-10-08 04:19:42,2010-10-08 04:26:27,1.70
2010-10-08 04:42:26,2010-10-08 04:45:51,1.10
2010-10-08 05:21:28,2010-10-08 05:28:32,1.50
2010-10-08 06:30:22,2010-10-08 06:35:45,.80
2010-10-08 06:46:24,2010-10-08 06:48:38,.50
2010-10-08 06:53:10,2010-10-08 06:57:36,.80
2010-10-08 07:01:32,2010-10-08 07:23:05,8.50
2010-10-08 07:38:04,2010-10-08 08:09:05,4.90
